traj_id,url,clearance,smoothness,path_length,max_acc,maxmin_joint_limit_distance,elbow_length,elbow_smoothness,elbow_max_curvature,elbow_lin_acc,elbow_quat_dist,tool_length,tool_smoothness,tool_max_curvature,tool_lin_acc,tool_quat_dist,wrist_length,wrist_smoothness,wrist_max_curvature,wrist_lin_acc,wrist_quat_dist,h_wrist_bfs,h_bfs_wrist,H_wrist_bfs,imh_wrist_bfs,h_elbow_bfs,h_bfs_elbow,H_elbow_bfs,imh_elbow_bfs,h_tool_bfs,h_bfs_tool,H_tool_bfs,imh_tool_bfs,h_wrist_elbow,h_elbow_wrist,H_wrist_elbow,imh_wrist_elbow,wrist_bfs_dtw,tool_bfs_dtw,elbow_bfs_dtw,wrist_tool_dtw
2014_Sep_17_18_39_32,http://www.youtube.com/watch?v=g6jWC0lhiPk,0.105991,0.881988,6.78571,0.557785,0.489705,0.302354,0.828701,0.577603,0.117145,2.52216,1.07878,0.703028,0.633788,3.25059,3.53215,0.867823,0.732943,0.597646,2.04595,3.53215,0.343132,0.210156,0.343132,0.209974,0.390552,0.426186,0.426186,0.330831,0.316625,0.224584,0.316625,0.178208,0.321,0.321,0.321,0.245937,6.36065,4.95344,10.3907,4.01685
2014_Sep_17_18_39_33,http://www.youtube.com/watch?v=uYhftRE_J3Y,0.0496289,0.258367,6.23436,0.472938,0.495142,0.545267,0.247565,0.583082,1.36131,1.90768,0.885429,0.479308,1.10224,4.74909,2.7702,0.69021,0.511072,1.0243,1.92037,2.7702,0.274956,0.192152,0.274956,0.172174,0.406611,0.393108,0.406611,0.301692,0.211915,0.119352,0.211915,0.104736,0.321,0.321,0.321,0.155849,4.88165,2.63017,9.33398,3.64281
2014_Sep_17_18_39_34,http://www.youtube.com/watch?v=KWuqd-rmaQY,0.0546549,0.855274,6.84774,0.476942,0.490947,0.518873,1.11308,0.707957,1.31555,3.78185,1.28169,0.904635,0.599765,10.8693,4.19264,0.765957,0.772919,0.440317,5.36939,4.19264,0.288185,0.192152,0.288185,0.194985,0.400342,0.350139,0.400342,0.185402,0.339964,0.118052,0.339964,0.194103,0.320684,0.321,0.321,0.243013,6.73583,6.07305,6.04699,4.65844
2014_Sep_17_18_39_35,http://www.youtube.com/watch?v=03d1IeU5epQ,0.0546925,0.911345,5.79719,0.402521,0.498357,0.579109,1.55982,0.658778,1.86435,2.70063,0.973613,0.922938,2.66144,8.66909,2.19446,0.642128,0.421024,0.537277,4.8428,2.19446,0.2648,0.192152,0.2648,0.160415,0.401151,0.336463,0.401151,0.20026,0.280184,0.131661,0.280184,0.15045,0.321,0.321,0.321,0.211875,5.06997,4.25355,5.19009,3.96
2014_Sep_17_18_39_36,http://www.youtube.com/watch?v=VWQGbZfcVUU,0.0513847,0.284432,7.84873,1.66857,0.496574,0.442767,0.3294,0.539313,0.914895,1.67582,0.763899,0.141733,1.53888,6.33085,3.72361,0.736084,0.193123,0.833202,3.88684,3.72361,0.260521,0.194489,0.260521,0.177288,0.442816,0.431594,0.442816,0.357516,0.0840034,0.0799166,0.0840034,0.0580694,0.321,0.321,0.321,0.174331,6.28163,1.73071,13.0517,4.98271
2014_Sep_17_18_39_37,http://www.youtube.com/watch?v=OcOhThF_Vsg,0.0492682,0.641034,6.97842,1.61348,0.472906,0.657552,0.956417,0.613313,1.6721,1.70722,1.02375,0.676717,1.07255,5.22753,2.65008,0.939476,0.770182,0.797822,5.11731,2.65008,0.376621,0.172352,0.376621,0.208424,0.560762,0.441487,0.560762,0.428695,0.262973,0.123608,0.262973,0.105032,0.321,0.321,0.321,0.170889,6.8516,2.78999,13.422,3.82049
2014_Sep_17_18_39_38,http://www.youtube.com/watch?v=SXiOO3wQsrs,0.161214,0.61301,9.4179,0.570867,0.483598,0.932385,0.97265,0.583759,1.42264,3.62416,2.04276,0.868739,0.797299,3.62373,4.34277,1.65977,0.830868,0.668754,2.5349,4.34277,0.629685,0.23874,0.629685,0.377803,0.670199,0.453588,0.670199,0.440933,0.567602,0.294968,0.567602,0.321985,0.321,0.321,0.321,0.240204,15.0291,11.9206,18.297,4.72853
2014_Sep_17_18_39_39,http://www.youtube.com/watch?v=yzfdSrGLBKE,0.0741203,0.185414,8.12276,1.77977,0.4952,0.566049,0.0386221,0.992655,1.7106,1.79915,1.16888,0.169269,1.38407,15.4397,3.14158,0.888835,0.0805389,1.31179,4.16291,3.14158,0.312455,0.30097,0.312455,0.224887,0.4759,0.400436,0.4759,0.331507,0.331615,0.317686,0.331615,0.162459,0.321,0.321,0.321,0.236273,7.50257,5.65843,11.4551,4.59409
2014_Sep_17_18_39_40,http://www.youtube.com/watch?v=AEwDz3W5PgE,0.161237,0.9596,6.21831,0.239959,0.491621,0.962815,0.687622,0.601455,1.57809,1.99743,1.64263,0.584898,0.935238,8.25485,3.42046,1.32647,0.562051,0.799034,4.84119,3.42046,0.611816,0.367663,0.611816,0.372568,0.660421,0.484603,0.660421,0.473149,0.633388,0.393166,0.633388,0.35768,0.321,0.321,0.321,0.275392,9.64179,9.11859,12.2106,4.23438
2014_Sep_17_18_39_41,http://www.youtube.com/watch?v=-MjKbUecZiU,0.068906,0.687981,5.15197,0.587507,0.490542,0.57117,0.029057,0.559568,2.72215,1.6777,1.07449,0.341608,1.01072,14.5874,2.00795,0.927028,0.254353,0.826718,9.23722,2.00795,0.345794,0.305162,0.345794,0.243238,0.475908,0.411444,0.475908,0.332338,0.279678,0.279281,0.279678,0.182282,0.321,0.321,0.321,0.259267,5.32695,3.78764,6.75897,3.34987
2014_Sep_17_18_39_42,http://www.youtube.com/watch?v=Mc8jQ-LMIBY,0.140118,0.480916,30.9997,1.21994,0.492975,2.28164,0.590374,0.559739,1.40568,9.47552,4.75702,0.647293,0.744291,7.88415,14.0608,3.43838,0.699148,0.879198,3.77586,14.0608,0.894603,0.192152,0.894603,0.393968,0.87466,0.353433,0.87466,0.524315,0.978979,0.155264,0.978979,0.430024,0.321,0.321,0.321,0.209642,54.6275,57.6994,68.6341,19.3082
2014_Sep_17_18_39_43,http://www.youtube.com/watch?v=lbUG13Qiy3I,0.110781,0.72951,8.24876,0.298885,0.499074,0.860847,0.836879,0.564042,1.93006,2.81821,1.18007,0.622679,1.18581,2.15756,4.35933,1.14572,0.706112,0.948759,2.49699,4.35933,0.436865,0.192152,0.436865,0.291432,0.595486,0.444466,0.595486,0.510682,0.316257,0.164325,0.316257,0.183021,0.321,0.321,0.321,0.185946,10.6935,5.91659,17.9248,5.11053
2014_Sep_17_18_39_44,http://www.youtube.com/watch?v=dQ2oBy9t0lE,0.106832,0.978015,5.8687,0.470628,0.479323,0.442989,1.18157,0.542009,0.814539,2.71624,1.46306,1.19204,0.840031,5.31497,2.89103,1.13511,1.23411,0.720506,3.01595,2.89103,0.544323,0.192152,0.544323,0.286738,0.538335,0.445088,0.538335,0.444366,0.518293,0.15035,0.518293,0.248393,0.321,0.321,0.321,0.260555,7.68622,5.70307,10.8095,3.4457
2014_Sep_17_18_39_45,http://www.youtube.com/watch?v=XJQlDSNafWk,0.0799438,0.114336,11.4872,0.952798,0.494965,0.306659,0.0421611,0.52611,0.833267,3.09719,1.58039,0.382247,0.634896,8.50459,4.59307,0.941708,0.487429,3.41643,2.97045,4.59307,0.442875,0.192926,0.442875,0.270823,0.463117,0.398554,0.463117,0.380194,0.583639,0.198162,0.583639,0.319413,0.321,0.321,0.321,0.23406,13.8977,15.2343,17.5744,8.1
2014_Sep_17_18_39_46,http://www.youtube.com/watch?v=eF_66Ed5frQ,0.086394,0.189455,7.0012,0.427911,0.492101,0.466715,1.29814,0.597746,0.479262,2.73034,1.40222,0.346814,1.27046,10.2214,2.97255,1.08845,0.728959,0.77393,4.05112,2.97255,0.512149,0.24698,0.512149,0.370906,0.558178,0.424973,0.558178,0.505001,0.56178,0.24572,0.56178,0.41429,0.321,0.321,0.321,0.271412,10.5847,11.2097,13.6953,4.86
2014_Sep_17_18_39_47,http://www.youtube.com/watch?v=HYs2JUosG28,0.0773487,0.203514,6.80159,0.477376,0.49589,0.738167,0.944341,0.598373,2.61665,1.78904,1.16819,0.838689,0.725249,11.6482,2.28941,0.910135,0.667506,0.689625,5.97029,2.28941,0.451063,0.239471,0.451063,0.293404,0.684987,0.424829,0.684987,0.536898,0.414884,0.21001,0.414884,0.241852,0.321,0.321,0.321,0.190325,8.6541,6.43333,14.1484,4.41501
2014_Sep_17_18_39_48,http://www.youtube.com/watch?v=KnPJ8aCmJBE,0.0508086,0.0945548,16.5487,0.997109,0.499772,1.12473,0.154308,0.621697,1.72336,4.72333,1.79378,0.0725685,0.742022,5.86552,5.61994,1.17981,0.0481486,0.934048,2.90484,5.61994,0.413341,0.266101,0.413341,0.300165,0.420131,0.358894,0.420131,0.189379,0.487292,0.214357,0.487292,0.306639,0.321,0.321,0.321,0.222092,22.8274,21.7658,15.8249,11.3575
2014_Sep_17_18_39_49,http://www.youtube.com/watch?v=FfC5DWO5Kf8,0.0270727,0.90513,12.3643,0.698727,0.346661,0.524235,1.9278,0.722596,0.713147,4.77954,2.27329,1.49247,0.727332,9.45517,5.53969,1.46908,1.49682,0.620158,4.472,5.53969,0.412979,0.308354,0.412979,0.236999,0.315426,0.45965,0.45965,0.24437,0.583849,0.404381,0.583849,0.310213,0.321,0.321,0.321,0.310944,12.0267,16.091,14.7499,8.64
2014_Sep_17_18_39_50,http://www.youtube.com/watch?v=dUUA_WMLNBo,0.0651313,0.3287,15.8242,0.874674,0.499153,1.16054,0.43657,0.623656,0.583391,5.62106,2.5334,0.851975,0.87798,2.20068,7.67779,2.14798,1.02778,0.935969,2.10553,7.67779,0.570084,0.319989,0.570084,0.347455,0.619631,0.470219,0.619631,0.385185,0.629196,0.407769,0.629196,0.376441,0.321,0.287853,0.321,0.277333,23.8517,25.9101,30.6636,11.0796
2014_Sep_17_18_39_51,http://www.youtube.com/watch?v=f2rlDPGo5D8,0.0661161,0.877167,14.9448,0.726189,0.499492,1.20576,1.17885,6.37712,2.09317,4.36579,2.78335,1.28354,1.451,8.64688,7.58096,2.07791,1.05701,0.940522,3.56691,7.58096,0.508774,0.237103,0.508774,0.242453,0.368401,0.448426,0.448426,0.215425,0.617253,0.287022,0.617253,0.321152,0.321,0.321,0.321,0.27721,22.3923,28.7761,21.6786,14.7061
2014_Sep_17_18_39_52,http://www.youtube.com/watch?v=aPR5Qh956j4,0.0922045,0.595125,27.9053,1.26274,0.493561,1.15288,0.515694,0.687488,0.722878,5.81188,3.06403,0.662107,1.08962,9.89572,14.7392,1.98449,0.665497,1.26309,2.49288,14.7392,0.506481,0.256152,0.506481,0.296726,0.621335,0.411406,0.621335,0.455086,0.54032,0.226625,0.54032,0.286822,0.321,0.321,0.321,0.211832,38.0807,36.1563,52.6035,18.9348
2014_Sep_17_18_39_53,http://www.youtube.com/watch?v=5n8t3wThAbg,0.0514609,0.771537,20.0204,2.40085,0.498532,0.952108,1.07744,0.554275,1.5194,5.43513,1.91918,0.842951,2.25676,3.95905,8.17936,1.59698,0.727087,1.13196,2.13299,8.17936,0.609112,0.196305,0.609112,0.218947,0.621735,0.421013,0.621735,0.444688,0.547247,0.061593,0.547247,0.110571,0.321,0.321,0.321,0.219778,17.9814,8.79907,37.4227,14.04
2014_Sep_17_18_39_54,http://www.youtube.com/watch?v=BFzhrEmlF4s,0.0823667,0.321867,6.18705,0.712782,0.487513,0.488782,0.363395,0.511436,1.60246,1.8532,1.27054,0.877728,0.708849,8.57292,2.61781,0.929582,0.751873,0.706519,5.02605,2.61781,0.461088,0.253604,0.461088,0.297389,0.523377,0.417999,0.523377,0.476856,0.453217,0.193461,0.453217,0.246687,0.321,0.321,0.321,0.256461,7.89844,6.33166,11.6531,4.28262
2014_Sep_17_18_39_55,http://www.youtube.com/watch?v=dSs5cEMCWZs,0.0757681,0.0640625,12.1179,0.761029,0.499865,0.688678,0.783156,0.612259,1.53787,2.09998,1.0898,0.521891,1.5775,1.97962,2.89981,0.920049,0.460922,0.626101,1.69734,2.89981,0.491652,0.252417,0.491652,0.306311,0.716854,0.421035,0.716854,0.565308,0.373071,0.126072,0.373071,0.166343,0.321,0.321,0.321,0.185063,15.5487,8.18621,27.3218,7.08116
2014_Sep_17_18_39_56,http://www.youtube.com/watch?v=9ogGYrtMQZU,0.0357092,0.301247,13.3361,0.38709,0.476366,0.915417,1.59329,0.606408,1.81392,4.64768,1.73871,0.88045,0.611655,5.41244,7.12506,1.2348,0.758378,1.38996,3.26172,7.12506,0.447893,0.277425,0.447893,0.316965,0.420131,0.40552,0.420131,0.184846,0.514493,0.200068,0.514493,0.265253,0.321,0.321,0.321,0.251137,19.6153,15.6214,13.0223,9.00252
2014_Sep_17_18_39_57,http://www.youtube.com/watch?v=52u9f6unLoE,0.0348524,0.576838,12.6966,1.8919,0.491965,0.284453,0.390461,0.63103,0.233594,3.06077,1.48657,0.35948,0.752139,9.07487,8.79486,1.00301,0.178442,0.611708,2.39762,8.79486,0.453181,0.224932,0.453181,0.319743,0.386264,0.437928,0.437928,0.358699,0.511563,0.24033,0.511563,0.344943,0.321,0.321,0.321,0.275159,16.3368,17.4705,19.9984,8.61982
2014_Sep_17_18_39_58,http://www.youtube.com/watch?v=xjNjQ9iKxfQ,0.0753643,0.478173,13.473,1.06375,0.493166,0.500679,0.569934,0.519693,0.450444,5.2491,2.33457,0.598879,0.708473,4.54661,6.58744,1.68285,0.486975,0.561587,2.72836,6.58744,0.685745,0.223772,0.685745,0.466325,0.428641,0.438105,0.438105,0.368019,0.833463,0.239068,0.833463,0.495635,0.321,0.321,0.321,0.289996,25.0799,26.2869,21.1512,9.18368
2014_Sep_17_18_39_59,http://www.youtube.com/watch?v=rmkzeOV5xaM,0.0590507,0.681475,10.8796,1.08912,0.496324,0.30148,1.14479,0.525535,0.164325,4.27659,1.73661,0.586347,0.552056,5.44194,4.73601,1.09833,0.539701,0.41117,2.47209,4.73601,0.419803,0.222644,0.419803,0.291703,0.335569,0.424055,0.424055,0.289652,0.538232,0.242092,0.538232,0.322995,0.321,0.321,0.321,0.301059,12.7696,14.6553,14.5789,7.56
2014_Sep_17_18_40_00,http://www.youtube.com/watch?v=F8CXqJDJl5E,0.0360737,0.212444,10.3877,1.37821,0.498207,0.262256,0.152031,0.63724,0.684761,2.8479,1.07933,0.467788,1.58606,6.12868,4.75924,0.749803,0.274119,0.51042,1.71032,4.75924,0.405478,0.220192,0.405478,0.274374,0.485149,0.450976,0.485149,0.383703,0.394061,0.0973807,0.394061,0.205177,0.32094,0.321,0.321,0.272475,11.8117,8.60115,17.4548,7.18771
2014_Sep_17_18_40_01,http://www.youtube.com/watch?v=Zes_FPJUV0A,0.0238137,0.476862,9.02272,1.69281,0.496888,0.269375,0.410567,0.643874,0.298371,2.00591,1.1477,0.751269,0.435449,14.0384,4.83943,0.55408,0.525663,0.680044,2.95898,4.83943,0.272399,0.202924,0.272399,0.203776,0.484474,0.450353,0.484474,0.384724,0.40964,0.109549,0.40964,0.194664,0.320974,0.321,0.321,0.271613,7.67157,6.99823,15.5687,6.3
2014_Sep_17_18_40_02,http://www.youtube.com/watch?v=z1FlhVb01QM,0.0466388,0.439656,7.577,0.724839,0.466674,0.629054,1.16862,0.61318,1.74631,2.15872,1.24557,1.12057,0.957893,16.2912,3.52655,0.971305,0.954008,1.03261,9.93203,3.52655,0.400943,0.188296,0.400943,0.236513,0.4851,0.412044,0.4851,0.358429,0.481776,0.0920631,0.481776,0.222137,0.321,0.321,0.321,0.227615,7.63287,6.76926,11.3421,5.22
2014_Sep_17_18_40_03,http://www.youtube.com/watch?v=7E1Yg0Cpx1Y,0.105598,0.221077,13.0224,1.01582,0.461749,0.532372,0.15145,0.487782,0.988803,3.69015,1.60864,0.56686,0.837134,5.80149,6.96067,0.853908,0.363351,0.649675,2.14256,6.96067,0.366052,0.217871,0.366052,0.275615,0.482941,0.487506,0.487506,0.364422,0.501009,0.175925,0.501009,0.298002,0.321,0.31395,0.321,0.258499,17.4944,16.1034,23.0717,8.91062
2014_Sep_17_18_40_04,http://www.youtube.com/watch?v=AGarIc4jy5Y,0.11962,0.422819,7.44047,1.21249,0.350836,0.287351,0.123307,0.617027,0.483728,2.82397,1.17443,1.00112,1.17112,1.92872,3.96062,0.806001,1.00069,1.24298,0.830976,3.96062,0.465672,0.217359,0.465672,0.277252,0.482894,0.488568,0.488568,0.389322,0.436433,0.157144,0.436433,0.210783,0.321,0.321,0.321,0.228395,8.80237,6.34643,13.2577,4.88129
2014_Sep_17_18_40_05,http://www.youtube.com/watch?v=R-9TEdK_fxU,0.101027,0.410568,6.28043,0.535489,0.355678,0.299301,0.271669,0.525472,1.74345,1.64317,0.914793,1.06534,0.820754,3.01275,3.94524,0.684567,0.940623,2.16926,1.96967,3.94524,0.388643,0.218235,0.388643,0.263754,0.503621,0.488568,0.503621,0.473181,0.306484,0.140732,0.306484,0.156137,0.321,0.321,0.321,0.185554,7.00306,3.6635,12.6427,4.23022
2014_Sep_17_18_40_06,http://www.youtube.com/watch?v=_k3CawUIV40,0.0978012,0.632176,36.8221,0.921825,0.499586,2.37745,0.829656,0.499514,1.28498,10.8557,4.35245,0.716155,1.84941,5.25166,18.6163,4.20633,0.780388,0.675677,3.38861,18.6163,0.699994,0.17392,0.699994,0.308094,0.664349,0.424688,0.664349,0.383936,0.64657,0.265111,0.64657,0.283223,0.321,0.321,0.321,0.171025,52.7127,52.3775,75.3316,20.1346
2014_Sep_17_18_40_07,http://www.youtube.com/watch?v=JC9pWPX2ovc,0.0463716,0.298511,11.819,0.459441,0.377805,1.05439,1.32997,0.594853,1.51287,1.89862,1.38371,0.85509,2.31507,3.40407,7.25388,1.17477,1.12673,1.42197,1.65789,7.25388,0.179232,0.154864,0.179232,0.0886335,0.477784,0.424956,0.477784,0.171299,0.249285,0.151645,0.249285,0.124416,0.321,0.321,0.321,0.167484,5.33129,6.06086,13.3525,6.90788
2014_Sep_17_18_40_08,http://www.youtube.com/watch?v=tPAOYXQaF2g,0.0969817,0.240797,9.04947,0.346167,0.453829,1.10854,0.478333,0.517723,1.80759,3.5696,1.88556,0.625621,1.34279,4.02696,4.50296,1.44764,0.447536,0.71913,2.34302,4.50296,0.540296,0.292465,0.540296,0.31132,0.4808,0.420381,0.4808,0.220607,0.640142,0.251045,0.640142,0.303801,0.321,0.321,0.321,0.218844,11.5347,11.315,9.46627,5.77379
2014_Sep_17_18_40_09,http://www.youtube.com/watch?v=BedTY1Ghn3g,0.0890712,0.640337,58.5775,1.13898,0.499896,3.09293,0.940011,0.525195,1.59194,11.0336,5.8808,0.790198,3.44428,4.51321,23.2529,4.72425,0.87626,0.704595,3.79452,23.2529,0.613142,0.329626,0.613142,0.409035,0.501373,0.432753,0.501373,0.316472,0.643054,0.260555,0.643054,0.383946,0.321,0.321,0.321,0.252237,103.507,96.7558,108.69,37.6554
2014_Sep_17_18_40_10,http://www.youtube.com/watch?v=T2Wwnqo7EUA,0.116152,0.313524,12.6429,2.79629,0.49687,1.63578,0.365598,0.506517,0.561944,3.41761,2.57397,0.434013,0.734375,1.1066,5.44289,2.03752,0.477481,0.642871,0.861337,5.44289,0.785151,0.428486,0.785151,0.357093,0.619667,0.432753,0.619667,0.268433,0.846084,0.467423,0.846084,0.364774,0.321,0.321,0.321,0.279208,19.17,20.059,20.29,8.62706
2014_Sep_17_18_40_11,http://www.youtube.com/watch?v=bJCNu9jLXrs,0.0812695,0.422691,14.319,0.7509,0.497901,1.37719,0.202299,0.580528,1.92151,3.65181,1.99574,0.407301,0.723613,12.5669,5.10229,1.67678,0.423344,0.659234,4.63779,5.10229,0.527623,0.426356,0.527623,0.395567,0.464349,0.432753,0.464349,0.266977,0.625177,0.483186,0.625177,0.443635,0.321,0.321,0.321,0.267727,24.8802,26.85,25.2958,8.76652
2014_Sep_17_18_40_12,http://www.youtube.com/watch?v=cCdiuSi-nd4,0.0465338,0.76128,25.9599,0.885861,0.491721,1.80034,1.131,0.603397,0.499378,7.98284,3.40666,0.95702,3.12404,9.00557,10.9454,2.75873,1.0284,2.32012,3.64681,10.9454,0.742521,0.348541,0.742521,0.389811,0.620812,0.318069,0.620812,0.400344,0.87362,0.27641,0.87362,0.371436,0.321,0.321,0.321,0.257589,46.6744,43.6791,46.9036,17.1332
2014_Sep_17_18_40_13,http://www.youtube.com/watch?v=iqg-X16vWEg,0.109156,0.510159,11.9059,0.913274,0.474763,1.1203,1.14126,0.523353,0.517821,3.70037,2.63901,1.02817,0.920787,8.13014,5.86743,1.95915,0.703267,0.822637,3.21719,5.86743,0.535433,0.235645,0.535433,0.31972,0.554115,0.404954,0.554115,0.387999,0.662086,0.297272,0.662086,0.364284,0.321,0.321,0.321,0.260661,17.1117,19.0467,22.4237,8.21363
2014_Sep_17_18_40_14,http://www.youtube.com/watch?v=cp9MhJMMNEM,0.0183454,0.403502,9.11349,0.457302,0.388818,0.78686,0.291344,0.509602,1.41035,2.07199,1.19052,0.58284,0.654191,2.52042,4.99989,0.909897,0.452987,0.550195,1.71654,4.99989,0.391961,0.249781,0.391961,0.240608,0.483201,0.430329,0.483201,0.244139,0.460143,0.204974,0.460143,0.22724,0.321,0.321,0.321,0.223339,8.83958,8.78184,11.7336,5.53436
2014_Sep_17_18_40_15,http://www.youtube.com/watch?v=wk1hxQcKpp0,0.0477319,0.679079,10.0076,0.974297,0.37419,0.800585,0.877301,0.629938,1.04464,2.23774,1.27624,0.822418,2.40112,4.81884,4.93728,0.97916,0.780775,4.25142,2.24635,4.93728,0.319479,0.313826,0.319479,0.240499,0.567857,0.456128,0.567857,0.381386,0.245814,0.192836,0.245814,0.150244,0.321,0.321,0.321,0.146896,11.8924,7.22187,21.731,6.25073
2014_Sep_17_18_40_16,http://www.youtube.com/watch?v=luwSMu2K41M,0.0584286,0.382098,9.40503,0.912152,0.365675,0.641755,0.0454951,0.630695,2.22302,1.6739,1.05204,0.463425,0.582098,4.8616,4.72827,0.793573,0.207672,0.813638,2.40203,4.72827,0.354779,0.366291,0.366291,0.25238,0.492733,0.456128,0.492733,0.341787,0.331589,0.261902,0.331589,0.185886,0.321,0.321,0.321,0.172781,10.3011,7.39239,18.2691,6.13749
2014_Sep_17_18_40_17,http://www.youtube.com/watch?v=bTvwQQ4iAGs,0.0906086,0.165756,12.4414,1.78203,0.495645,0.666178,0.640673,0.614774,0.668539,2.84453,1.64291,0.213319,0.708044,3.44926,6.9831,1.09793,0.313555,1.96962,2.76296,6.9831,0.456,0.367271,0.456,0.317567,0.491824,0.449404,0.491824,0.321791,0.570534,0.253312,0.570534,0.353501,0.321,0.321,0.321,0.212925,16.8607,18.6722,19.9132,7.95887
2014_Sep_17_18_40_18,http://www.youtube.com/watch?v=3x7TDLkO_BQ,0.0498463,0.577904,28.7376,0.855116,0.497588,1.25166,0.688559,0.621454,1.26366,6.75173,3.06655,0.991647,0.613453,11.5018,13.2962,2.10822,0.692569,0.635549,4.72524,13.2962,0.495641,0.215546,0.495641,0.336898,0.497107,0.371315,0.497107,0.308685,0.625933,0.072787,0.625933,0.326228,0.321,0.321,0.321,0.253382,47.2114,39.8755,43.2043,19.0602
2014_Sep_17_18_40_19,http://www.youtube.com/watch?v=RFfHsCnvI08,0.0594933,0.390213,7.77211,0.131925,0.494392,0.932409,0.373517,0.583311,1.28847,2.7636,1.22454,0.698866,0.940113,2.83266,1.76375,1.09288,0.650876,1.31052,2.1794,1.76375,0.526277,0.254462,0.526277,0.338558,0.498181,0.352698,0.498181,0.357471,0.488168,0.184334,0.488168,0.27375,0.321,0.321,0.321,0.228265,11.015,8.35825,11.4495,5.4
2014_Sep_17_18_40_20,http://www.youtube.com/watch?v=J9igqZE8sg0,0.0666129,0.14701,9.98614,0.738622,0.497358,0.892171,0.253005,0.609399,1.1819,2.96988,1.93482,0.248662,0.753697,6.39941,6.60087,1.1256,0.798904,0.678534,2.36649,6.60087,0.548629,0.248365,0.548629,0.337661,0.497405,0.360962,0.497405,0.341466,0.677317,0.135348,0.677317,0.361355,0.321,0.321,0.321,0.219965,14.4669,14.7876,14.4559,6.89488
2014_Sep_17_18_40_21,http://www.youtube.com/watch?v=8HSj_Y94Ai0,0.0687734,1.20336,28.6343,2.62501,0.499706,1.61972,1.03795,0.593419,1.56459,7.16268,3.73127,0.957987,2.00828,14.0365,13.7177,3.00486,1.00876,0.586995,4.02631,13.7177,0.648921,0.379338,0.648921,0.356009,0.47545,0.362259,0.47545,0.331024,0.701712,0.365695,0.701712,0.372255,0.321,0.321,0.321,0.296681,48.5138,48.7609,46.5305,15.5304
2014_Sep_17_18_40_22,http://www.youtube.com/watch?v=iVf57XlPQMk,0.0932693,0.304862,16.3231,1.41553,0.499832,1.46396,0.455113,0.510222,1.00633,5.01099,2.21218,0.432511,1.24539,5.50107,9.00767,2.12397,0.505818,0.623322,1.9242,9.00767,0.586461,0.377463,0.586461,0.36187,0.583289,0.423051,0.583289,0.40399,0.676882,0.359043,0.676882,0.344725,0.321,0.321,0.321,0.228243,26.6642,24.6022,30.934,11.5191
2014_Sep_17_18_40_23,http://www.youtube.com/watch?v=3gVMN3Uiy60,0.077724,0.352572,16.112,0.689689,0.497615,1.17687,0.23593,0.511789,1.69409,4.74515,2.07161,0.982048,2.48354,11.7625,6.12384,1.64383,0.564,1.91029,4.58456,6.12384,0.48046,0.373624,0.48046,0.32931,0.47545,0.430948,0.47545,0.336364,0.608034,0.329391,0.608034,0.404434,0.321,0.321,0.321,0.203444,21.7355,25.9976,27.2604,11.0538
